PROCESSO_1;Processo_2;N2_id;N2;N3_id;N3
Tecnico;Reparo;29;NAO CONECTA - DSL APAGADA;256;PARAMETRO NAO OK
Tecnico;Reparo;30;NAO ENVIA E NAO RECEBE SMS;257;DIAGNOSTICO NAO IDENTIFICADO
Tecnico;Reparo;3;NAO FAZ E NAO RECEBE LIGACAO;258;DIAGNOSTICO NAO IDENTIFICADO
Tecnico;Reparo;3;NAO FAZ E NAO RECEBE LIGACAO;259;DIVERGENCIA SISTEMICA
Tecnico;Reparo;4;NAO FUNCIONAMENTO CLIR/IDENTIFICADOR DE CHAMADAS;260;DIVERGENCIA SISTEMICA
Tecnico;Reparo;4;NAO FUNCIONAMENTO CLIR/IDENTIFICADOR DE CHAMADAS;261;EXISTE TT ABERTO PARA O MESMO MOTIVO
Tecnico;Reparo;5;QUEDA DE CHAMADA;262;DIAGNOSTICO NAO IDENTIFICADO
Tecnico;Reparo;34;QUEDAS CONSTANTES;263;FALHA DE AUTENTICACAO APOS RECONFIGURACAO DE MODEM
Tecnico;Reparo;34;QUEDAS CONSTANTES;264;PARAMETRO NAO OK
Tecnico;Reparo;35;REDE EXTERNA DANIFICADA;265;TELEFONE EM FUNCIONAMENTO
Tecnico;Reparo;36;REPARO;266;DESISTIU DO REPARO/ SERVICO FUNCIONANDO
Tecnico;Reparo;36;REPARO;267;MAU FUNCIONAMENTO - SERVICOS
Tecnico;Reparo;36;REPARO;268;MAU FUNCIONAMENTO - TV
Tecnico;Reparo;36;REPARO;269;MAU FUNCIONAMENTO - VELOX
Tecnico;Reparo;36;REPARO;270;MAU FUNCIONAMENTO - VOZ
Tecnico;Reparo;36;REPARO;271;MAU FUNCIONAMENTO - VOZ / DADOS
Tecnico;Reparo;36;REPARO;272;REPARO NAO REALIZADO
Tecnico;Reparo;36;REPARO;273;STATUS TT
Tecnico;Reparo;37;REPARO EM ANDAMENTO;274;COM AGENDAMENTO
Tecnico;Reparo;37;REPARO EM ANDAMENTO;275;SEM AGENDAMENTO
Tecnico;Reparo;37;REPARO EM ANDAMENTO;276;SIAC / INSAPOIO - DENTRO DO PRAZO
Tecnico;Reparo;38;SERVICOS INTELIGENTES NAO FUNCIONAM;277;DEFEITO PERMANECE APOS PROGRAMACAO NO APARELHO
Tecnico;Reparo;39;TELEFONE PUBLICO NAO FUNCIONA;278;TP NAO REALIZA CHAMADA DESEJADA PELO CLIENTE - CLIENTE INSISTE NA LIBERACAO
Tecnico;Reparo;40;VISITA TECNICA;279;QUESTIONA QUANDO TECNICO COMPARECERA
Tecnico;Reparo;40;VISITA TECNICA;280;TECNICO COMPARECEU MAS NAO EXECUTOU
Tecnico;Reparo;40;VISITA TECNICA;281;TECNICO NAO COMPARECEU
