"","key_0","term","count","marca"
"3870","s1126.nmf","pagamento",1,1
"3871","s1126.nmf","paguei",1,1
"3872","s1126.nmf","pela",1,1
"3873","s1126.nmf","por",1,1
"3874","s1126.nmf","que",1,1
"3875","s1126.nmf","quem",1,1
"3876","s1126.nmf","quer",1,1
"3877","s1126.nmf","sistema",1,1
"3878","s1126.nmf","suas",1,1
"3879","s1126.nmf","vocÃ",1,1
"3880","s1127.nmf","atendimento",1,1
"3881","s1127.nmf","boa",2,1
"3882","s1127.nmf","com",1,1
"3883","s1127.nmf","continuar",1,1
"3884","s1127.nmf","corretor",1,1
"3885","s1127.nmf","falo",1,1
"3886","s1127.nmf","isso",1,1
"3887","s1127.nmf","meu",1,1
"3888","s1127.nmf","noite",1,1
"3889","s1127.nmf","nome",1,1
"3890","s1127.nmf","personalizado",1,1
"3891","s1127.nmf","que",1,1
"3892","s1127.nmf","robson",1,1
"3893","s1127.nmf","somente",1,1
"3894","s1127.nmf","tarde",1,1
"3895","s1127.nmf","vamos",1,1
"3896","s1127.nmf","velox",1,1
"3897","s1128.nmf","atendente",1,1
"3898","s1128.nmf","atendeu",1,1
"3899","s1128.nmf","cancelamento",3,1
"3900","s1128.nmf","com",2,1
"3901","s1128.nmf","depois",1,1
"3902","s1128.nmf","dizer",1,1
"3903","s1128.nmf","estou",1,1
"3904","s1128.nmf","fazer",2,1
"3905","s1128.nmf","ficou",2,1
"3906","s1128.nmf","foi",1,1
"3907","s1128.nmf","hora",3,1
"3908","s1128.nmf","mais",1,1
"3909","s1128.nmf","meia",2,1
"3910","s1128.nmf","minutos",1,1
"3911","s1128.nmf","noite",1,1
"3912","s1128.nmf","para",1,1
"3913","s1128.nmf","passado",1,1
"3914","s1128.nmf","protocolos",1,1
"3915","s1128.nmf","quando",1,1
"3916","s1128.nmf","que",1,1
"3917","s1128.nmf","sei",1,1
"3918","s1128.nmf","tentando",1,1
"3919","s1128.nmf","tivesse",1,1
"3920","s1128.nmf","uma",1,1
"3921","s1129.nmf","ate",1,1
"3922","s1129.nmf","boa",2,1
"3923","s1129.nmf","com",1,1
"3924","s1129.nmf","como",1,1
"3925","s1129.nmf","desde",2,1
"3926","s1129.nmf","especializados",1,1
"3927","s1129.nmf","estou",2,1
"3928","s1129.nmf","falo",1,1
"3929","s1129.nmf","hoje",1,1
"3930","s1129.nmf","ligar",1,1
"3931","s1129.nmf","meu",1,1
"3932","s1129.nmf","musiquinha",2,1
"3933","s1129.nmf","ninguÃ",1,1
"3934","s1129.nmf","niura",1,1
"3935","s1129.nmf","noite",2,1
"3936","s1129.nmf","nome",2,1
"3937","s1129.nmf","ontem",2,1
"3938","s1129.nmf","para",1,1
"3939","s1129.nmf","que",2,1
"3940","s1129.nmf","quem",1,1
"3941","s1129.nmf","stefhany",3,1
"3942","s1129.nmf","sua",1,1
"3943","s1129.nmf","telefone",1,1
"3944","s1129.nmf","tem",1,1
"3945","s1129.nmf","tentando",1,1
"3946","s1129.nmf","ver",1,1
"3947","s112.nmf","ajudar",1,1
"3948","s112.nmf","anteriormente",1,1
"3949","s112.nmf","atendimento",1,1
"3950","s112.nmf","bom",1,1
"3951","s112.nmf","com",1,1
"3952","s112.nmf","das",1,1
"3953","s112.nmf","dia",1,1
"3954","s112.nmf","dores",1,1
"3955","s112.nmf","especializado",1,1
"3956","s112.nmf","fabiana",2,1
"3957","s112.nmf","falo",1,1
"3958","s112.nmf","filha",1,1
"3959","s112.nmf","fiz",2,1
"3960","s112.nmf","gentileza",1,1
"3961","s112.nmf","karine",1,1
"3962","s112.nmf","ligou",1,1
"3963","s112.nmf","maria",1,1
"3964","s112.nmf","martins",1,1
"3965","s112.nmf","meu",1,1
"3966","s112.nmf","nome",1,1
"3967","s112.nmf","plano",2,1
"3968","s112.nmf","por",1,1
"3969","s112.nmf","posso",1,1
"3970","s112.nmf","que",3,1
"3971","s112.nmf","quem",1,1
"3972","s112.nmf","sim",1,1
"3973","s112.nmf","sou",1,1
"3974","s112.nmf","verifiquei",1,1
"3975","s112.nmf","vocÃ",1,1
"3976","s1130.nmf","agora",1,1
"3977","s1130.nmf","atendimento",1,1
"3978","s1130.nmf","boa",1,1
"3979","s1130.nmf","com",1,1
"3980","s1130.nmf","conseguindo",1,1
"3981","s1130.nmf","falar",2,1
"3982","s1130.nmf","falo",1,1
"3983","s1130.nmf","for",1,1
"3984","s1130.nmf","internet",1,1
"3985","s1130.nmf","marcos",1,1
"3986","s1130.nmf","meu",2,1
"3987","s1130.nmf","noite",1,1
"3988","s1130.nmf","nome",1,1
"3989","s1130.nmf","pagar",1,1
"3990","s1130.nmf","plano",2,1
"3991","s1130.nmf","porque",1,1
"3992","s1130.nmf","posso",1,1
"3993","s1130.nmf","que",2,1
"3994","s1130.nmf","quem",1,1
"3995","s1130.nmf","rubens",1,1
"3996","s1130.nmf","telefone",1,1
"3997","s1130.nmf","tem",2,1
"3998","s1130.nmf","valores",1,1
"3999","s1130.nmf","vel",1,1
"4000","s1130.nmf","vezes",1,1
"4001","s1130.nmf","viÃ",1,1
"4002","s1130.nmf","vocÃ",3,1
"4003","s1131.nmf","agora",1,1
"4004","s1131.nmf","ajudar",1,1
"4005","s1131.nmf","atÃ",1,1
"4006","s1131.nmf","boa",2,1
"4007","s1131.nmf","com",2,1
"4008","s1131.nmf","desbloqueados",1,1
"4009","s1131.nmf","dia",1,1
"4010","s1131.nmf","falo",1,1
"4011","s1131.nmf","foram",1,1
"4012","s1131.nmf","gentileza",1,1
"4013","s1131.nmf","identificou",1,1
"4014","s1131.nmf","internet",1,1
"4015","s1131.nmf","mas",1,1
"4016","s1131.nmf","mauro",3,1
"4017","s1131.nmf","mesa",1,1
"4018","s1131.nmf","meu",1,1
"4019","s1131.nmf","noite",2,1
"4020","s1131.nmf","pagamento",1,1
"4021","s1131.nmf","por",1,1
"4022","s1131.nmf","porque",1,1
"4023","s1131.nmf","possa",1,1
"4024","s1131.nmf","que",2,1
"4025","s1131.nmf","quem",1,1
"4026","s1131.nmf","quero",1,1
"4027","s1131.nmf","sabe",1,1
"4028","s1131.nmf","telefone",1,1
"4029","s1131.nmf","vocÃ",1,1
"4030","s1132.nmf","boa",2,1
"4031","s1132.nmf","com",2,1
"4032","s1132.nmf","comprovante",2,1
"4033","s1132.nmf","falo",1,1
"4034","s1132.nmf","foram",1,1
"4035","s1132.nmf","fotos",1,1
"4036","s1132.nmf","mais",1,1
"4037","s1132.nmf","mandar",1,1
"4038","s1132.nmf","manhÃ",2,1
"4039","s1132.nmf","mesmo",1,1
"4040","s1132.nmf","noite",3,1
"4041","s1132.nmf","pagas",1,1
"4042","s1132.nmf","para",2,1
"4043","s1132.nmf","pido",1,1
"4044","s1132.nmf","poderia",1,1
"4045","s1132.nmf","porque",1,1
"4046","s1132.nmf","quantas",1,1
"4047","s1132.nmf","quem",1,1
"4048","s1132.nmf","regimento",1,1
"4049","s1132.nmf","ria",2,1
"4050","s1132.nmf","ser",1,1
"4051","s1132.nmf","setenta",1,1
"4052","s1132.nmf","sims",1,1
"4053","s1132.nmf","the",1,1
"4054","s1132.nmf","valÃ",2,1
"4055","s1132.nmf","vocÃ",2,1
"4056","s1133.nmf","alÃ",1,1
"4057","s1133.nmf","atendimento",2,1
"4058","s1133.nmf","boa",2,1
"4059","s1133.nmf","cara",1,1
"4060","s1133.nmf","caso",1,1
"4061","s1133.nmf","com",1,1
"4062","s1133.nmf","dar",1,1
"4063","s1133.nmf","especializado",1,1
"4064","s1133.nmf","falo",1,1
"4065","s1133.nmf","gente",1,1
"4066","s1133.nmf","ligando",2,1
"4067","s1133.nmf","mais",1,1
"4068","s1133.nmf","menos",1,1
"4069","s1133.nmf","mesmo",1,1
"4070","s1133.nmf","momento",2,1
"4071","s1133.nmf","noite",2,1
"4072","s1133.nmf","pelo",1,1
"4073","s1133.nmf","posso",1,1
"4074","s1133.nmf","precisando",1,1
"4075","s1133.nmf","pressÃ",1,1
"4076","s1133.nmf","que",2,1
"4077","s1133.nmf","quem",1,1
"4078","s1133.nmf","sen",1,1
"4079","s1133.nmf","senÃ",1,1
"4080","s1133.nmf","stephanie",1,1
"4081","s1133.nmf","tudo",1,1
"4082","s1133.nmf","vai",1,1
"4083","s1133.nmf","vocÃ",1,1
"4084","s1134.nmf","agora",1,1
"4085","s1134.nmf","ainda",1,1
"4086","s1134.nmf","aparelhos",1,1
"4087","s1134.nmf","atrasar",1,1
"4088","s1134.nmf","bloqueado",1,1
"4089","s1134.nmf","certinho",1,1
"4090","s1134.nmf","certo",1,1
"4091","s1134.nmf","com",2,1
"4092","s1134.nmf","deixei",1,1
"4093","s1134.nmf","disseram",1,1
"4094","s1134.nmf","ele",1,1
"4095","s1134.nmf","fatura",1,1
"4096","s1134.nmf","hoje",1,1
"4097","s1134.nmf","internet",2,1
"4098","s1134.nmf","liguei",1,1
"4099","s1134.nmf","mateus",1,1
"4100","s1134.nmf","meu",1,1
"4101","s1134.nmf","meus",1,1
"4102","s1134.nmf","minha",2,1
"4103","s1134.nmf","nada",1,1
"4104","s1134.nmf","ontem",1,1
"4105","s1134.nmf","paguei",1,1
"4106","s1134.nmf","pra",1,1
"4107","s1134.nmf","que",2,1
"4108","s1134.nmf","tem",1,1
"4109","s1134.nmf","tudo",2,1
"4110","s1134.nmf","voltar",1,1
"4111","s1134.nmf","voltou",1,1
"4112","s1135.nmf","abaixo",1,1
"4113","s1135.nmf","ajudar",1,1
"4114","s1135.nmf","atendimento",1,1
"4115","s1135.nmf","boa",1,1
"4116","s1135.nmf","com",2,1
"4117","s1135.nmf","comumente",1,1
"4118","s1135.nmf","dados",1,1
"4119","s1135.nmf","dito",2,1
"4120","s1135.nmf","esses",1,1
"4121","s1135.nmf","estava",1,1
"4122","s1135.nmf","falo",1,1
"4123","s1135.nmf","fatura",1,1
"4124","s1135.nmf","favor",1,1
"4125","s1135.nmf","gentileza",1,1
"4126","s1135.nmf","mais",1,1
"4127","s1135.nmf","mero",1,1
"4128","s1135.nmf","momento",1,1
"4129","s1135.nmf","noite",1,1
"4130","s1135.nmf","pato",1,1
"4131","s1135.nmf","por",2,1
"4132","s1135.nmf","possa",1,1
"4133","s1135.nmf","quanto",1,1
"4134","s1135.nmf","que",2,1
"4135","s1135.nmf","quem",1,1
"4136","s1135.nmf","rias",1,1
"4137","s1135.nmf","sabe",1,1
"4138","s1135.nmf","tanto",1,1
"4139","s1135.nmf","tempo",1,1
"4140","s1135.nmf","tinha",1,1
"4141","s1135.nmf","vocÃ",1,1
"4142","s1136.nmf","agora",1,1
"4143","s1136.nmf","ana",4,1
"4144","s1136.nmf","bado",1,1
"4145","s1136.nmf","bem",2,1
"4146","s1136.nmf","cpf",1,1
"4147","s1136.nmf","dar",1,1
"4148","s1136.nmf","fez",1,1
"4149","s1136.nmf","fixo",1,1
"4150","s1136.nmf","foi",1,1
"4151","s1136.nmf","internet",1,1
"4152","s1136.nmf","mero",1,1
"4153","s1136.nmf","mudanÃ",1,1
"4154","s1136.nmf","paula",4,1
"4155","s1136.nmf","pedido",1,1
"4156","s1136.nmf","posso",1,1
"4157","s1136.nmf","primeiro",1,1
"4158","s1136.nmf","qual",2,1
"4159","s1136.nmf","que",3,1
"4160","s1136.nmf","quer",1,1
"4161","s1136.nmf","repÃ",1,1
"4162","s1136.nmf","rter",1,1
"4163","s1136.nmf","sem",2,1
"4164","s1136.nmf","seu",1,1
"4165","s1136.nmf","telefone",3,1
"4166","s1136.nmf","tudo",1,1
"4167","s1136.nmf","vocÃ",1,1
"4168","s1137.nmf","agora",1,1
"4169","s1137.nmf","alÃ",3,1
"4170","s1137.nmf","antes",1,1
"4171","s1137.nmf","barras",1,1
"4172","s1137.nmf","boa",3,1
"4173","s1137.nmf","celular",1,1
"4174","s1137.nmf","chegar",1,1
"4175","s1137.nmf","com",1,1
"4176","s1137.nmf","consegui",1,1
"4177","s1137.nmf","digo",1,1
"4178","s1137.nmf","ele",1,1
"4179","s1137.nmf","especialista",1,1
"4180","s1137.nmf","estÃ",1,1
"4181","s1137.nmf","falo",1,1
"4182","s1137.nmf","josÃ",1,1
"4183","s1137.nmf","ligando",1,1
"4184","s1137.nmf","noite",3,1
"4185","s1137.nmf","para",1,1
"4186","s1137.nmf","parcelamento",1,1
"4187","s1137.nmf","porÃ",1,1
"4188","s1137.nmf","quem",1,1
"4189","s1137.nmf","seu",1,1
"4190","s1137.nmf","sou",1,1
"4191","s1137.nmf","sua",1,1
"4192","s1137.nmf","vai",1,1
"4193","s1137.nmf","visualizar",1,1
"4194","s1137.nmf","vocÃ",3,1
"4195","s1138.nmf","alisado",1,1
"4196","s1138.nmf","atendimento",1,1
"4197","s1138.nmf","boa",2,1
"4198","s1138.nmf","com",1,1
"4199","s1138.nmf","confirma",1,1
"4200","s1138.nmf","deseja",1,1
"4201","s1138.nmf","dimensÃ",1,1
"4202","s1138.nmf","domingo",1,1
"4203","s1138.nmf","falo",1,1
"4204","s1138.nmf","final",1,1
"4205","s1138.nmf","gentileza",2,1
"4206","s1138.nmf","gitos",1,1
"4207","s1138.nmf","lucas",1,1
"4208","s1138.nmf","mero",1,1
"4209","s1138.nmf","mim",1,1
"4210","s1138.nmf","momento",1,1
"4211","s1138.nmf","noite",2,1
"4212","s1138.nmf","nome",1,1
"4213","s1138.nmf","para",2,1
"4214","s1138.nmf","por",2,1
"4215","s1138.nmf","primeiros",1,1
"4216","s1138.nmf","qual",1,1
"4217","s1138.nmf","quem",1,1
"4218","s1138.nmf","titular",1,1
"4219","s1138.nmf","trÃ",1,1
"4220","s1138.nmf","vocÃ",1,1
"4221","s1139.nmf","atendimento",1,1
"4222","s1139.nmf","atÃ",1,1
"4223","s1139.nmf","bem",1,1
"4224","s1139.nmf","com",1,1
"4225","s1139.nmf","completo",1,1
"4226","s1139.nmf","confirmar",1,1
"4227","s1139.nmf","confirmaÃ",1,1
"4228","s1139.nmf","especializado",1,1
"4229","s1139.nmf","falo",1,1
"4230","s1139.nmf","favor",3,1
"4231","s1139.nmf","gitos",1,1
"4232","s1139.nmf","lucas",1,1
"4233","s1139.nmf","mais",1,1
"4234","s1139.nmf","meu",2,1
"4235","s1139.nmf","mim",1,1
"4236","s1139.nmf","momento",1,1
"4237","s1139.nmf","muito",1,1
"4238","s1139.nmf","nome",2,1
"4239","s1139.nmf","obrigado",1,1
"4240","s1139.nmf","para",1,1
"4241","s1139.nmf","pela",1,1
"4242","s1139.nmf","pode",1,1
"4243","s1139.nmf","por",4,1
"4244","s1139.nmf","primeiros",1,1
"4245","s1139.nmf","que",1,1
"4246","s1139.nmf","quem",1,1
"4247","s1139.nmf","titular",1,1
"4248","s1139.nmf","trÃ",1,1
"4249","s1139.nmf","vocÃ",1,1
"4250","s113.nmf","bom",1,1
"4251","s113.nmf","chip",1,1
"4252","s113.nmf","coloque",1,1
"4253","s113.nmf","com",1,1
"4254","s113.nmf","completo",1,1
"4255","s113.nmf","cristiano",1,1
"4256","s113.nmf","deseja",1,1
"4257","s113.nmf","dia",1,1
"4258","s113.nmf","especial",1,1
"4259","s113.nmf","estÃ",1,1
"4260","s113.nmf","falo",1,1
"4261","s113.nmf","gente",1,1
"4262","s113.nmf","gentileza",2,1
"4263","s113.nmf","gonÃ",1,1
"4264","s113.nmf","ligaÃ",1,1
"4265","s113.nmf","linha",1,1
"4266","s113.nmf","machucou",1,1
"4267","s113.nmf","mais",1,1
"4268","s113.nmf","mamÃ",1,1
"4269","s113.nmf","mero",1,1
"4270","s113.nmf","mim",1,1
"4271","s113.nmf","momento",1,1
"4272","s113.nmf","nome",1,1
"4273","s113.nmf","por",2,1
"4274","s113.nmf","que",3,1
"4275","s113.nmf","quem",1,1
"4276","s113.nmf","seu",1,1
"4277","s113.nmf","sim",1,1
"4278","s113.nmf","sua",1,1
"4279","s113.nmf","tila",1,1
"4280","s113.nmf","uma",1,1
"4281","s113.nmf","vocÃ",1,1
"4282","s1140.nmf","ajudar",1,1
"4283","s1140.nmf","amor",1,1
"4284","s1140.nmf","atendimento",2,1
"4285","s1140.nmf","atÃ",1,1
"4286","s1140.nmf","boa",2,1
"4287","s1140.nmf","cia",1,1
"4288","s1140.nmf","com",1,1
"4289","s1140.nmf","ddd",1,1
"4290","s1140.nmf","dou",1,1
"4291","s1140.nmf","especializado",1,1
"4292","s1140.nmf","essa",1,1
"4293","s1140.nmf","falo",1,1
"4294","s1140.nmf","jesus",1,1
"4295","s1140.nmf","lhe",1,1
"4296","s1140.nmf","linha",1,1
"4297","s1140.nmf","mim",1,1
"4298","s1140.nmf","noite",2,1
"4299","s1140.nmf","nome",1,1
"4300","s1140.nmf","pagamento",1,1
"4301","s1140.nmf","para",1,1
"4302","s1140.nmf","patrÃ",1,1
"4303","s1140.nmf","posso",1,1
"4304","s1140.nmf","que",4,1
"4305","s1140.nmf","quem",1,1
"4306","s1140.nmf","quero",1,1
"4307","s1140.nmf","retorno",1,1
"4308","s1140.nmf","tem",1,1
"4309","s1140.nmf","valor",1,1
"4310","s1141.nmf","ajudar",1,1
"4311","s1141.nmf","atendimento",1,1
"4312","s1141.nmf","boa",1,1
"4313","s1141.nmf","com",1,1
"4314","s1141.nmf","como",2,1
"4315","s1141.nmf","consta",1,1
"4316","s1141.nmf","contato",1,1
"4317","s1141.nmf","depend",1,1
"4318","s1141.nmf","entrou",1,1
"4319","s1141.nmf","especializado",1,1
"4320","s1141.nmf","falo",1,1
"4321","s1141.nmf","fernanda",1,1
"4322","s1141.nmf","fosse",1,1
"4323","s1141.nmf","gaste",1,1
"4324","s1141.nmf","informando",1,1
"4325","s1141.nmf","lucas",1,1
"4326","s1141.nmf","mais",1,1
"4327","s1141.nmf","marcelo",1,1
"4328","s1141.nmf","meu",1,1
"4329","s1141.nmf","noite",1,1
"4330","s1141.nmf","nome",1,1
"4331","s1141.nmf","pagamento",2,1
"4332","s1141.nmf","pago",1,1
"4333","s1141.nmf","para",1,1
"4334","s1141.nmf","posso",1,1
"4335","s1141.nmf","que",1,1
"4336","s1141.nmf","quem",1,1
"4337","s1141.nmf","sobre",1,1
"4338","s1141.nmf","tudo",1,1
"4339","s1141.nmf","vocÃ",1,1
"4340","s1142.nmf","ajudar",1,1
"4341","s1142.nmf","atendimento",1,1
"4342","s1142.nmf","boa",1,1
"4343","s1142.nmf","cancelamento",1,1
"4344","s1142.nmf","caso",1,1
"4345","s1142.nmf","com",1,1
"4346","s1142.nmf","conta",1,1
"4347","s1142.nmf","contato",1,1
"4348","s1142.nmf","entrou",1,1
"4349","s1142.nmf","especializado",1,1
"4350","s1142.nmf","falo",1,1
"4351","s1142.nmf","fora",1,1
"4352","s1142.nmf","isso",1,1
"4353","s1142.nmf","marcos",1,1
"4354","s1142.nmf","meu",1,1
"4355","s1142.nmf","noite",1,1
"4356","s1142.nmf","nome",1,1
"4357","s1142.nmf","outras",1,1
"4358","s1142.nmf","possibilidade",1,1
"4359","s1142.nmf","posso",1,1
"4360","s1142.nmf","que",3,1
"4361","s1142.nmf","quem",1,1
"4362","s1142.nmf","quero",1,1
"4363","s1142.nmf","rgio",2,1
"4364","s1142.nmf","rio",1,1
"4365","s1142.nmf","tem",1,1
"4366","s1142.nmf","uma",1,1
"4367","s1142.nmf","ver",1,1
"4368","s1142.nmf","vezes",1,1
"4369","s1142.nmf","vocÃ",1,1
"4370","s1143.nmf","agora",1,1
"4371","s1143.nmf","ajudar",1,1
"4372","s1143.nmf","atendimento",1,1
"4373","s1143.nmf","bem",1,1
"4374","s1143.nmf","boa",1,1
"4375","s1143.nmf","com",2,1
"4376","s1143.nmf","conta",2,1
"4377","s1143.nmf","falando",1,1
"4378","s1143.nmf","falo",1,1
"4379","s1143.nmf","ligando",1,1
"4380","s1143.nmf","meu",2,1
"4381","s1143.nmf","minha",2,1
"4382","s1143.nmf","mudar",1,1
"4383","s1143.nmf","noite",1,1
"4384","s1143.nmf","nome",1,1
"4385","s1143.nmf","paguei",1,1
"4386","s1143.nmf","passado",1,1
"4387","s1143.nmf","personalizado",1,1
"4388","s1143.nmf","pessoa",1,1
"4389","s1143.nmf","plano",1,1
"4390","s1143.nmf","posso",1,1
"4391","s1143.nmf","quando",1,1
"4392","s1143.nmf","que",2,1
"4393","s1143.nmf","quem",1,1
"4394","s1143.nmf","sendo",1,1
"4395","s1143.nmf","tudo",1,1
"4396","s1144.nmf","atendimento",1,1
"4397","s1144.nmf","avisando",1,1
"4398","s1144.nmf","boa",1,1
"4399","s1144.nmf","boleto",1,1
"4400","s1144.nmf","cancelamento",1,1
"4401","s1144.nmf","com",1,1
"4402","s1144.nmf","escova",1,1
"4403","s1144.nmf","especializado",1,1
"4404","s1144.nmf","essa",1,1
"4405","s1144.nmf","estÃ",3,1
"4406","s1144.nmf","falo",1,1
"4407","s1144.nmf","fazendo",1,1
"4408","s1144.nmf","internet",1,1
"4409","s1144.nmf","ligando",1,1
"4410","s1144.nmf","loucu",1,1
"4411","s1144.nmf","minha",1,1
"4412","s1144.nmf","para",1,1
"4413","s1144.nmf","pedro",2,1
"4414","s1144.nmf","pode",1,1
"4415","s1144.nmf","possa",1,1
"4416","s1144.nmf","qual",1,1
"4417","s1144.nmf","que",3,1
"4418","s1144.nmf","quem",1,1
"4419","s1144.nmf","rapaz",1,1
"4420","s1144.nmf","tarde",1,1
"4421","s1144.nmf","taxa",1,1
"4422","s1144.nmf","taÃ",1,1
"4423","s1144.nmf","tirar",1,1
"4424","s1144.nmf","uma",1,1
"4425","s1144.nmf","vocÃ",1,1
"4426","s1145.nmf","acontece",1,1
"4427","s1145.nmf","algumas",1,1
"4428","s1145.nmf","amigas",1,1
"4429","s1145.nmf","atendimento",1,1
"4430","s1145.nmf","boa",2,1
"4431","s1145.nmf","com",3,1
"4432","s1145.nmf","entendimento",1,1
"4433","s1145.nmf","enviei",1,1
"4434","s1145.nmf","falo",1,1
"4435","s1145.nmf","ficou",1,1
"4436","s1145.nmf","heloÃ",1,1
"4437","s1145.nmf","johnny",2,1
"4438","s1145.nmf","noite",2,1
"4439","s1145.nmf","onde",1,1
"4440","s1145.nmf","pensam",1,1
"4441","s1145.nmf","qual",1,1
"4442","s1145.nmf","quando",1,1
"4443","s1145.nmf","que",2,1
"4444","s1145.nmf","quem",1,1
"4445","s1145.nmf","queria",1,1
"4446","s1145.nmf","solicitaÃ",3,1
"4447","s1145.nmf","sua",3,1
"4448","s1146.nmf","ajudar",1,1
"4449","s1146.nmf","caso",1,1
"4450","s1146.nmf","confirmado",1,1
"4451","s1146.nmf","consigo",1,1
"4452","s1146.nmf","ela",1,1
"4453","s1146.nmf","esquecer",1,1
"4454","s1146.nmf","fazer",2,1
"4455","s1146.nmf","fez",1,1
"4456","s1146.nmf","fixo",2,1
"4457","s1146.nmf","ligaÃ",3,1
"4458","s1146.nmf","ligou",1,1
"4459","s1146.nmf","linha",1,1
"4460","s1146.nmf","local",1,1
"4461","s1146.nmf","mais",1,1
"4462","s1146.nmf","nem",2,1
"4463","s1146.nmf","para",3,1
"4464","s1146.nmf","posso",1,1
"4465","s1146.nmf","que",3,1
"4466","s1146.nmf","recebo",1,1
"4467","s1146.nmf","referente",1,1
"4468","s1146.nmf","uma",1,1
"4469","s1146.nmf","vez",1,1
"4470","s1146.nmf","vocÃ",1,1
"4471","s1147.nmf","atendimento",2,1
"4472","s1147.nmf","boa",1,1
"4473","s1147.nmf","bruno",1,1
"4474","s1147.nmf","caiu",1,1
"4475","s1147.nmf","com",1,1
"4476","s1147.nmf","conta",1,1
"4477","s1147.nmf","deseja",1,1
"4478","s1147.nmf","entendi",1,1
"4479","s1147.nmf","espero",1,1
"4480","s1147.nmf","falo",1,1
"4481","s1147.nmf","fixo",1,1
"4482","s1147.nmf","jackson",1,1
"4483","s1147.nmf","ligaÃ",2,1
"4484","s1147.nmf","mero",1,1
"4485","s1147.nmf","mesmo",2,1
"4486","s1147.nmf","noite",1,1
"4487","s1147.nmf","pergunta",1,1
"4488","s1147.nmf","personalizado",1,1
"4489","s1147.nmf","quebrou",1,1
"4490","s1147.nmf","retorna",1,1
"4491","s1147.nmf","retorno",1,1
"4492","s1147.nmf","segundos",1,1
"4493","s1147.nmf","sou",1,1
"4494","s1147.nmf","sua",2,1
"4495","s1147.nmf","vocÃ",1,1
"4496","s1148.nmf","agora",1,1
"4497","s1148.nmf","ajudar",1,1
"4498","s1148.nmf","atendimento",1,1
"4499","s1148.nmf","atÃ",1,1
"4500","s1148.nmf","cada",1,1
"4501","s1148.nmf","cancelamento",1,1
"4502","s1148.nmf","coisa",1,1
"4503","s1148.nmf","colega",1,1
"4504","s1148.nmf","com",2,1
"4505","s1148.nmf","dessa",1,1
"4506","s1148.nmf","especializado",1,1
"4507","s1148.nmf","fala",1,1
"4508","s1148.nmf","falo",1,1
"4509","s1148.nmf","horas",1,1
"4510","s1148.nmf","linha",1,1
"4511","s1148.nmf","lucas",1,1
"4512","s1148.nmf","meu",1,1
"4513","s1148.nmf","nada",1,1
"4514","s1148.nmf","nem",1,1
"4515","s1148.nmf","ninguÃ",1,1
"4516","s1148.nmf","nome",1,1
"4517","s1148.nmf","pode",1,1
"4518","s1148.nmf","preciso",1,1
"4519","s1148.nmf","que",2,1
"4520","s1148.nmf","quem",1,1
"4521","s1148.nmf","resolveu",1,1
"4522","s1148.nmf","sei",1,1
"4523","s1148.nmf","tarde",1,1
"4524","s1148.nmf","telef",1,1
"4525","s1148.nmf","tempo",1,1
"4526","s1148.nmf","uma",1,1
"4527","s1148.nmf","vocÃ",2,1
"4528","s1149.nmf","agora",1,1
"4529","s1149.nmf","atendimento",1,1
"4530","s1149.nmf","boa",1,1
"4531","s1149.nmf","bom",1,1
"4532","s1149.nmf","cancela",1,1
"4533","s1149.nmf","cancelamos",1,1
"4534","s1149.nmf","cancelar",1,1
"4535","s1149.nmf","com",2,1
"4536","s1149.nmf","entendeu",2,1
"4537","s1149.nmf","entÃ",1,1
"4538","s1149.nmf","especializado",1,1
"4539","s1149.nmf","esse",1,1
"4540","s1149.nmf","falo",1,1
"4541","s1149.nmf","gente",1,1
"4542","s1149.nmf","liga",1,1
"4543","s1149.nmf","meu",1,1
"4544","s1149.nmf","nele",1,1
"4545","s1149.nmf","noite",1,1
"4546","s1149.nmf","nome",1,1
"4547","s1149.nmf","quem",1,1
"4548","s1149.nmf","retira",1,1
"4549","s1149.nmf","rodrigo",1,1
"4550","s1149.nmf","serviÃ",1,1
"4551","s1149.nmf","suporte",2,1
"4552","s1149.nmf","terceirizado",1,1
"4553","s1149.nmf","valor",2,1
"4554","s1149.nmf","visita",1,1
"4555","s1149.nmf","vocÃ",1,1
"4556","s114.nmf","ajudar",1,1
"4557","s114.nmf","bom",2,1
"4558","s114.nmf","caiu",1,1
"4559","s114.nmf","certo",1,1
"4560","s114.nmf","com",1,1
"4561","s114.nmf","dia",1,1
"4562","s114.nmf","essencialista",1,1
"4563","s114.nmf","falo",1,1
"4564","s114.nmf","favor",1,1
"4565","s114.nmf","fixo",1,1
"4566","s114.nmf","instalaÃ",1,1
"4567","s114.nmf","isso",1,1
"4568","s114.nmf","jonas",1,1
"4569","s114.nmf","ligaÃ",1,1
"4570","s114.nmf","localidade",1,1
"4571","s114.nmf","luÃ",1,1
"4572","s114.nmf","mero",1,1
"4573","s114.nmf","momento",1,1
"4574","s114.nmf","para",1,1
"4575","s114.nmf","por",1,1
"4576","s114.nmf","posso",1,1
"4577","s114.nmf","que",2,1
"4578","s114.nmf","quem",1,1
"4579","s114.nmf","rio",1,1
"4580","s114.nmf","tudo",2,1
"4581","s114.nmf","velox",1,1
"4582","s114.nmf","verificar",1,1
"4583","s114.nmf","vocÃ",1,1
"4584","s114.nmf","vou",1,1
"4585","s1150.nmf","agora",1,1
"4586","s1150.nmf","bloqueado",1,1
